FIMPERUIE21XXXBALLYSHANNON AND KILLYBEGS CREDIT UNION LIMITED                                                          PERUIE21                                                              PETTIGOE                      NSWBMAIN STREET                        CO DONEGAL                                                                                               
FIMPFAKDKK1XXXPFA ASSET MANAGEMENT A/S                                                                                 PFAKDKK1                                                              COPENHAGEN                    NSWBSUNDKROGSGADE 4                                                                                                                             
FIMPFIBITM1XXXPOLIS FONDI S.G.R.P.A.                                                                                   PFIBITM1                                                              MILANO                        NSWBVIA SOLFERINO 7                                                                                                                             
FIMPFIEIE21XXXPFIZER INTERNATIONAL BUSINESS EUROPE UNLIMITED COMPANY                                                   PFIEIE21                                                              DUBLIN                        NSWBLA TOUCHE HOUSE                    IFSC                                                                                                     
FIMPGASDKK1XXXVAERDIPAPIRFONDEN NORDEA INVEST PORTEFOLJE - PM GLOBALE AKTIER STRATEGI KL                               PGASDKK1                                                              COPENHAGEN                    NSWBSTRANDGADE 3                                                                                                                                
FIMPHAKITR1XXXPHARMAKRYMI - SOCIETA' PER AZIONI                                                                        PHAKITR1                                                              ROMA                          NSWBPIAZZA BOLOGNA 22                                                                                                                           
FIMPHBSDKK1XXXBIL DANMARK, FILIAL AF BANQUE INTERNATIONALE A LUXEMBOURG S.A., LUXEMBOURG                               PHBSDKK1                                                              COPENHAGEN                    NSWBNYGADE 4                                                                                                                                    
FIMPIBIFR21XXXCICOBAIL                                                                                                 PIBIFR21                                                              PARIS                         NSWB19 RUE DES CAPUCINES                                                                                                                        
FIMPIFIFRP1XXXODDO BHF SCA                                                                                             PIFIFRP1                                                              PARIS                         NSWB69 BOULEVARD HAUSSMANN                                                                                                                      
FIMPIGFFRP1XXXFOURPOINTS                                                                                               PIGFFRP1                                                              PARIS                         NSWB14 RUE CAMBACERES                                                                                                                           
FIMPIIAITR1XXXFONDO PENSIONE PRIAMO                                                                                    PIIAITR1                                                              ROMA                          NSWBVIA MARCANTONIO COLONNA 7                                                                                                                   
FIMPIIFITT1XXXPININFARINA S.P.A.                                                                                       PIIFITT1                                                              TORINO                        NSWBVIA BRUNO BUOZZI 6                                                                                                                          
FIMPIOEIE21XXXAMUNDI IRELAND LIMITED                                                                                   PIOEIE21                                                              DUBLIN                        NSWBGEORGES QUAY PLAZA                                                                                                                          
FIMPIRBCY2NXXXASTROBANK PUBLIC COMPANY LIMITED                                                                         PIRBCY2N                                                              NICOSIA (LEFKOSIA)            SUPE1 SPYROU KYPRIANOU AVE                                                                                                                      
FIMPIREBE61XXXPIRE ASSET MANAGEMENT                                                                                    PIREBE61                                                              CHARLEROI                     NSWBRUE DU COLLEGE 24                                                                                                                           
FIMPIRSIT21XXXPIAVE SERVIZI S.P.A.                                                                                     PIRSIT21                                                              CODOGNE                       BEIDVIA FRANCESCO PETRARCA 3                                                                                                                    
FIMPISRIT21XXXPRISMI S.P.A.                                                                                            PISRIT21                                                              MODENA                        NSWBVIALE FINZI 587                                                                                                                             
FIMPLCNIE21XXXTIPPERARY CREDIT UNION LIMITED                                                                           PLCNIE21                                                              CASTLETROY                    NSWBPLASSEY PARK ROAD                                                                                                                           
FIMPLNTFR21XXXPLANTUREUX ET ASSOCIES                                                                                   PLNTFR21                                                              FONTENAY SOUS BOIS            NSWBLE PERICENTRE                      16 AVENUE LOUISON BOBET                                                                                  
FIMPLPIDKK1XXXINVESTERINGSFORENINGEN PROFIL INVEST                                                                     PLPIDKK1                                                              COPENHAGEN                    NSWBC/O DANSKE INVEST ADM. A/S         STRODAMVEJ 46                                                                                            
FIMPLTNUS44XXXPLATINUM BANK                                                                                            PLTNUS44                                                              OAKDALE,MN                    SUPEPLATINUM BANK                      7667 TENTH STREET NORTH                                                                                  
FIMPMAMFR21XXXADREA MUTUELLE                                                                                           PMAMFR21                                                              VIENNE                        NSWB31-33 BD DE LA REPUBLIQUE                                                                                                                   
FIAPMAPPS22ECCPALESTINE MONETARY AUTHORITY                                                                             PMAPPS22                                                              AL-BIREH                      SUPEPMA BUILDING                       AL-IRSAL STREET                                                                                          
FIMPMDCUS44XXXPRUDENT MAN ADVISORS LLC                                                                                 PMDCUS44                                                              NAPERVILLE,IL                 SUPEPMA FINANCIAL NETWORK              2135 CITY GATE LANE                                                                                      
FIMPMSSITR1XXXVISIBILIA EDITORE S.P.A.                                                                                 PMSSITR1                                                              ROMA                          NSWBVIA DEL QUIRINALE 26                                                                                                                        
FIDPNBPGB2DXXXWELLS FARGO BANK INTERNATIONAL UNLIMITED COMPANY LONDON BRANCH                                           PNBPGB2D                                                              LONDON                        SUPE33 KING WILLIAM STREET                                                                                                                      
FIMPOCOIE21XXXPEOPLE FIRST CREDIT UNION LIMITED                                                                        POCOIE21                                                              PORTLAOISE                    NSWBJAMES FINTAN LALOR AVENUE                                                                                                                   
FIMPOHGFIH1XXXOP OSUUSKUNTA                                                                                            POHGFIH1                                                              HELSINKI                      NSWBTEOLLISUUSKATU 1                                                                                                                            
FIMPOLHATW1XXXPFANDBRIEFBANK (OSTERREICH) AG                                                                           POLHATW1                                                              VIENNA                        NSWBBRUCKNERSTRASSE 8                                                                                                                           
FIMPOOKFI21XXXAURANMAAN OSUUSPANKKI                                                                                    POOKFI21                                                              RIIHIKOSKI                    NSWBTURUNTIE 631 A                                                                                                                              
FIAPOPRIT31095BANCA AGRICOLA POPOLARE DI RAGUSA                                                                        POPRIT31                                                              PALERMO                       NSWBVIA DELLA LIBERTA' 39                                                                                                                       
FIMPORHDESTXXXDR. ING. H.C. F. PORSCHE AG                                                                              PORHDEST                                                              STUTTGART                     CORPPORSCHEPLATZ 1                                                                                                                              
FIMPORUIE21XXXLISDUGGAN DISTRICT CREDIT UNION LIMITED                                                                  PORUIE21                                                              PORTLAW                       NSWBUPPER BROWN STREET                 CO WATERFORD                                                                                             
FIMPOTEIT21XXXPOLOMARCONI.IT SPA                                                                                       POTEIT21                                                              OSIO SOTTO                    BEIDVIA CRISTOFORO COLOMBO 29                                                                                                                   
FIMPOVLIT22XXXDEPO LEND SPV S.R.L.                                                                                     POVLIT22                                                              CONEGLIANO VENETO             NSWBVIA V. ALFIERI 1                                                                                                                            
FIAPOWHCY22XXXPOWERCASH21 LIMITED                                                                                      POWHCY22                                                              LARNACA                       NSWBQUALITY TOWERS A                   FLOOR 4                            PILIOU 11-13                                                          
FIMPPAEUS44XXXPPM AMERICA INC.                                                                                         PPAEUS44                                                              CHICAGO,IL                    SUPE225 WEST WACKER DRIVE              FLOOR 12                                                                                                 
FIMPPCCITM1XXXAVIO S.P.A.                                                                                              PPCCITM1                                                              MILANO                        NSWBVIA MAURO MACCHI 27                                                                                                                         
FIMPPCUIE21XXXST. FRANCIS' CREDIT UNION LIMITED                                                                        PPCUIE21                                                              CLARECASTLE                   NSWBCREDIT UNION HOUSE                 BARRACK STREET                                                                                           
FIMPPDODKK1XXXVAERDIPAPIRFONDEN NORDEA INVEST PORTEFOLJE - PM STATS- OG REALKREDITOBLIGATIONER KL                      PPDODKK1                                                              COPENHAGEN                    NSWBSTRANDGADE 3                                                                                                                                
FIMPPEEITM1XXXAQUAFIL S.P.A.                                                                                           PPEEITM1                                                              MILANO                        BEIDVIA MAURO MACCHI 27                                                                                                                         
FIMPPGADKK1XXXVAERDIPAPIRFONDEN NORDEA INVEST PORTEFOLJE PM GLOBALE AKTIER FOKUS KL                                    PPGADKK1                                                              COPENHAGEN                    NSWBSTRANDGADE 3                                                                                                                                
FIMPPLCIE21XXXLIMERICK AND DISTRICT CREDIT UNION LIMITED                                                               PPLCIE21                                                              LIMERICK                      NSWBSAINT PATRICK'S ROAD                                                                                                                        
FIMPPMCCAMMXXXPENSION PLAN FOR THE EMPLOYEES OF CONCORDIA UNIVERSITY                                                   PPMCCAMM                                                              MONTREAL                      CORP1455 DE MAISONNEUVE BLVD. WEST,    SUITE GM-700                                                                                             
FIMPPMSIT31XXXBANCA POPOLARE DELLE PROVINCE MOLISANE - SOCIETA' COOPERATIVA PER AZIONI                                 PPMSIT31                                                              CAMPOBASSO                    NSWBVIA INSORTI D'UNGHERIA 30                                                                                                                   
FIMPPOLDKK1XXXVAERDIPAPIRFONDEN NORDEA INVEST PORTEFOLJE PM KREDITOBLIGATIONER KL                                      PPOLDKK1                                                              COPENHAGEN                    NSWBSTRANDGADE 3                                                                                                                                
FIMPPTSITM1XXXPOLYMATH AND BOFFIN REAL ESTATE MANAGEMENT SOLUTIONS SPV S.R.L.                                          PPTSITM1                                                              MILANO                        NSWBVIA VITTORIO BETTELONI 2                                                                                                                    
FIMPRBFFRP1XXXPRO BTP FINANCE                                                                                          PRBFFRP1                                                              PARIS                         NSWB7 RUE DU REGARD                                                                                                                             
FIMPRCSITM1XXXPRELIOS CREDIT SERVICING S.P.A.                                                                          PRCSITM1                                                              MILANO                        NSWBTORRE                              U7                                 P.E.A. PIRELLI 6                                                      
FIMPRDNGB21XXXBELLECAPITAL UK LIMITED                                                                                  PRDNGB21                                                              LONDON                        NSWB63 ST MARY AXE                                                                                                                              
FIMPRDUFRP1XXXYOUNITED                                                                                                 PRDUFRP1                                                              ISSY LES MOULINEAUX           NSWB18 RUE HORACE VERNET                                                                                                                        
FIAPREETWT2XXXPRESIDENT SECURITIES CORPORATION                                                                         PREETWT2                                                              TAIPEI                        NSWB8 DONGXING RD                      FLOOR 6                                                                                                  
FIAPRESTWT2XXXPRESIDENT SECURITIES CORPORATION                                                                         PRESTWT2                                                              TAIPEI                        NSWB8 DONGXIN RD                       FLOOR 6                                                                                                  
FIMPRFUFRP1PMAFINANCIERE DE L'ECHIQUIER                                                                                PRFUFRP1                                                              PARIS                         NSWB                                                                                                                                            
FIMPRFUFRP1XXXFINANCIERE DE L'ECHIQUIER                                                                                PRFUFRP1                                                              PARIS                         NSWB21 RUE DE LA BANQUE                                                                                                                         
FIMPRGAFRP1XXXSPARRING CAPITAL SAS                                                                                     PRGAFRP1                                                              PARIS                         NSWB15 AVENUE D'EYLAU                                                                                                                           
FIMPRGEFRP1XXXPROMEPAR ASSET MANAGEMENT                                                                                PRGEFRP1                                                              PARIS                         NSWB18 QUAI DE LA RAPEE                                                                                                                         
FIMPRGTFRP1XXXSWISSLIFE BANQUE PRIVEE                                                                                  PRGTFRP1                                                              PARIS                         NSWB223 RUE SAINT HONORE                                                                                                                        
FIMPRLVITM1XXXFONDO PENSIONE PRIAMO                                                                                    PRLVITM1                                                              MILANO                        NSWBVIA TOMMASO GULLI 39                                                                                                                        
FIMPRMAGB21XXXAMUNDI (UK) LIMITED                                                                                      PRMAGB21                                                              LONDON                        NSWB122 LEADENHALL STREET                                                                                                                       
FIMPRMPITM1XXXANIMA - SOCIETA' DI GESTIONE DEL RISPARMIO PER AZIIONI                                                   PRMPITM1                                                              MILANO                        NSWBVIA SAN VITTORE 37                                                                                                                          
FIAPRNYGB2LXXXPRIVAT 3 MONEY LTD                                                                                       PRNYGB2L                                                              LONDON                        NSWB6 PRINCES STREET                   FLOOR 4                                                                                                  
FIMPRPCFR21XXXAQUA ASSET MANAGEMENT                                                                                    PRPCFR21                                                              LYON                          NSWB5 QUAI JAYR                                                                                                                                 
FIMPRRSFRP1XXXBNP PARIBAS PERSONAL FINANCE                                                                             PRRSFRP1                                                              PARIS                         NSWB5 AVENUE KLEBER                                                                                                                             
FIMPRWTES2BXXXPRICEWATERHOUSECOOPERS S.L.                                                                              PRWTES2B                                                              BILBAO                        CORPPLAZA DE EUSKADI 5                                                                                                                          
FIMPSECAU61XXXCANACCORD GENUITY PATERSONS LIMITED                                                                      PSECAU61                                                              PERTH                         NSWBEXCHANGE PLAZA                     FLOOR 23                           2 THE ESPLANADE                                                       
FIMPSISGRA1XXXPRELIUM SOCIETE ANONYME COMPANY SOCIETE ANONYME                                                          PSISGRA1                                                              ATHENS                        NSWBDAVAKI STR 1                       KIFISIAS AVE                                                                                             
FIMPSPTUS33XXXPERFORMANCE SPECIALTY PRODUCTS INTL, INC.                                                                PSPTUS33                                                              WILMINGTON,DE                 CORPCHESTNUT RUN PLAZA                 974 CENTRE ROAD                                                                                          
FIMPSRGDES1XXXSCOPE RATINGS GMBH                                                                                       PSRGDES1                                                              TUEBINGEN                     NSWBREUTLINGER STR. 10                                                                                                                          
FIAPSTIPTPMXXXPAUL STRICKER, S.A.                                                                                      PSTIPTPM                                                              MURTEDE                       BEIDNUCLEO INDUSTRIAL, LT 5                                                                                                                     
FIMPUOKFI21XXXYLA-KAINUUN OSUUSPANKKI                                                                                  PUOKFI21                                                              PUOLANKA                      NSWBMAAHERRANKATU 12                                                                                                                            
FIMPWCUIE21XXXDOUGLAS CREDIT UNION LIMITED                                                                             PWCUIE21                                                              PASSAGE WEST                  NSWBCHAPEL SQUARE                      CO CORK                                                                                                  
FIMPYOSFI21XXXSUOMENSELAN OSUUSPANKKI                                                                                  PYOSFI21                                                              HAAPAVESI                     NSWBVANHATIE 49                                                                                                                                 
FIMPYSAFI21XXXSAASTOPANKKI KALANTI-PYHARANTA                                                                           PYSAFI21                                                              PYHARANTA                     NSWBRISTENTIE 15                                                                                                                                
FIAPYSEGB22XXXPAY SET LIMITED                                                                                          PYSEGB22                                                              BOREHAMWOOD                   NSWB4 IMPERIAL HOUSE                   4 MAXWELL ROAD                                                                                           
FIMQAGDFRP1XXXACA - ASSET MANAGEMENT COMPANY AND ASSOCIES                                                              QAGDFRP1                                                              PARIS                         NSWB243 BOULEVARD SAINT GERMAIN                                                                                                                 
FIMQUSCIT21XXXQUINTO SISTEMA SEC. 2019 S.R.L.                                                                          QUSCIT21                                                              CONEGLIANO                    NSWBVIA V. ALFIERI 1                                                                                                                            
FIDQWESLV21XXXQIWI WALLET EUROPE SIA FLOOR 1                                                                           QWESLV21                                                              RIGA                          NSWBKUGU STREET 26-59                                                                                                                           
FIDRABOCNBJXXXCOOPERATIEVE RABOBANK U.A. BEIJING BRANCH                                                                RABOCNBJ                                                              BEIJING                       NSWBWORLD FINANCIAL CENTRE, WEST TOWER FLOOR 21                           1 EAST 3RD RING ROAD CENTRAL                                          
FIMRACUIE21XXXST. CANICE'S KILKENNY CREDIT UNION LIMITED                                                               RACUIE21                                                              RATHDOWNEY                    NSWBMAIN STREET                        CO LAOIS                                                                                                 
FIMRAFIDE61XXXRAIFFEISENBANK MUTLANGEN EG                                                                              RAFIDE61                                                              GSCHWEND                      NSWBHOHENSTR. 44                                                                                                                                
FIMRAJIFRP1XXXRAYMOND JAMES EURO EQUITIES                                                                              RAJIFRP1                                                              PARIS                         NSWB40 RUE LA BOETIE                                                                                                                            
FIMRAJRARB1XXXAR PARTNERS S.A.                                                                                         RAJRARB1                                                              BUENOS AIRES                  NSWBSAN MARTIN 344                     FLOOR 22                                                                                                 
FIMRARODE71XXXRAIFFEISEN - MEINE BANK EG                                                                               RARODE71                                                              ALLERSBERG                    NSWBBERATUNGSZENTRUM ALLERSBERG        MARKTPLATZ 24                                                                                            
FIMRATPFRP1XXXREGIE AUTONOME DES TRANSPORTS PARISIENS                                                                  RATPFRP1                                                              PARIS                         NSWB54 QUAI DE LA RAPEE                                                                                                                         
FIMRBKGDEF1XXXICF BANK AG WERTPAPIERHANDELSBANK                                                                        RBKGDEF1                                                              FRANKFURT AM MAIN             NSWBKAISERSTRASSE 1                                                                                                                             
FIARBNKAIAIXXXREPUBLIC BANK (ANGUILLA) LIMITED                                                                         RBNKAIAI                                                              THE VALLEY                    NSWBFAIR PLAY COMMERCIAL  COMPLEX      THE VALLEY                                                                                               
FIARBNKDMDMXXXREPUBLIC BANK (EC) LIMITED                                                                               RBNKDMDM                                                              ROSEAU                        NSWB28 HILLSBOROUGH                                                                                                                             
FIARBNKKNSKXXXREPUBLIC BANK (EC) LIMITED                                                                               RBNKKNSK                                                              BASSETERRE                    NSWBFORT STREET                                                                                                                                 
FIARBNKLCLCXXXREPUBLIC BANK (EC) LIMITED                                                                               RBNKLCLC                                                              CASTRIES                      NSWBMERIDIAN PLACE                     CHOC ESTATE                        FLOOR 1                                                               
FIARBNKSXSMXXXREPUBLIC BANK (ST. MAARTEN) N.V.                                                                         RBNKSXSM                                                              PHILIPSBURG                   NSWB62 BACK STREET                                                                                                                              
FIMRCAPFRP1XXXKEENSIGHT CAPITAL                                                                                        RCAPFRP1                                                              PARIS                         NSWB23 BIS AVENUE DE MESSINE                                                                                                                    
FIMRDCLIE21XXXRATHKEALE AND DISTRICT CREDIT UNION                                                                      RDCLIE21                                                              RATHKEALE                     NSWBMAIN STREET                        CO LIMERICK                                                                                              
FIMRDCOIE21XXXMEMBER FIRST CREDIT UNION LIMITED                                                                        RDCOIE21                                                              RAHENY                        NSWBO'DOHERTY HOUSE                    HOWTH ROAD                                                                                               
FIMRDCUIE21XXXHERITAGE CREDIT UNION LIMITED                                                                            RDCUIE21                                                              DUBLIN                        NSWBMAIN STREET                        RATHFARNHAM                                                                                              
FIMREAGARB1XXXTHE REPUBBLIC OF ARGENTINA                                                                               REAGARB1                                                              BUENOS AIRES                  NSWBHIPOLITO YRIGOYEN 250              O.609 FLOOR 6                                                                                            
FIMREBSSYDAXXXSYRIAN REAL ESTATE BANK                                                                                  REBSSYDA                                                              DAMASCUS                      SUPEINSURANCE BLDG.                    YOUSSEF EL AZMEH STREET                                                                                  
FIMREINFRP1XXXFONCIERE DE PARIS SIIC                                                                                   REINFRP1                                                              PARIS                         NSWB184 RUE DE LA POMPE                                                                                                                         
FIMREOOITM1XXXRECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A.                                                        REOOITM1                                                              MILANO                        NSWBVIA M. CIVITALI 1                                                                                                                           
FIMREPRDK21XXXDRAGSHOLM SPAREKASSE                                                                                     REPRDK21                                                              KALUNDBORG                    NSWBROSNASVEJ 349                                                                                                                               
FIMRETRATW1XXXREPUBLIK OSTERREICH                                                                                      RETRATW1                                                              VIENNA                        NSWBSEILERSTAETTE 24                                                                                                                            
FIMREUNFR21XXXSOCIETE REUNIONNAISE FINANCEMENT-SOREFI                                                                  REUNFR21                                                              SAINT DENIS                   NSWB3 RUE PIERRE AUBERT                ZI LE CHAUDRON                                                                                           
FIAREVOIE22XXXREVOLUT PAYMENTS IRELAND LIMITED                                                                         REVOIE22                                                              DUBLIN                        NSWBMATHESON                           70 SIR JOHN ROGERSON'S QUAY                                                                              
FIDREVVGB22XXXREVVER LIMITED                                                                                           REVVGB22                                                              MANCHESTER                    NSWBLOWRY HOUSE                        FLOOR 14                           17 MARBLE STREET                                                      
FIMRFAMGB21XXXBROOKS MACDONALD ASSET MANAGEMENT LIMITED                                                                RFAMGB21                                                              LONDON                        NSWB60 QUEEN VICTORIA STREET                                                                                                                    
FIMRFGIFRP1XXXBANQUE RICHELIEU FRANCE                                                                                  RFGIFRP1                                                              PARIS                         NSWB6 AVE FRANKLIN DELANO ROOSEVELT                                                                                                             
FIMRFVGIT21XXXREGIONE AUTONOMA FRIULI VENEZIA GIULIA                                                                   RFVGIT21                                                              TRIESTE                       BEIDPIAZZA UNITA DI ITALIA 1                                                                                                                    
FIMRHCMGB21XXXRHO CAPITAL MANAGEMENT LLP                                                                               RHCMGB21                                                              LONDON                        NSWBBUSINESS DESIGN CENTRE             52 UPPER STREET                                                                                          
FIMRHGEFR21XXXRHONE GESTION                                                                                            RHGEFR21                                                              LYON                          NSWB53 AVENUE MARECHAL FOCH                                                                                                                     
FIMRIAUITM1XXXKRESTON GV ITALY AUDIT S.R.L. O KRESTON GV AUDIT SR.L.                                                   RIAUITM1                                                              MILANO                        NSWBVIA CARLO TORRE 23                                                                                                                          
FIMRIFIFRP1XXXRICHELIEU GESTION                                                                                        RIFIFRP1                                                              PARIS                         NSWB6 AVENUE FRANKLIN ROOSEVELT                                                                                                                 
FIDRIFLNZ21XXXRIEH FINANCIAL LIMITED                                                                                   RIFLNZ21                                                              PAPAKURA                      NSWB14 GLENBURN PLACE                                                                                                                           
FIMRIKAATW1XXXERSTE ASSET MANAGEMENT GMBH                                                                              RIKAATW1                                                              VIENNA                        NSWBSCHOTTENRING 30                                                                                                                             
FIARINTMY22XXXCIB                                                                                                      RINTMY22                                                              LABUAN F.T.                   NSWBFINANCIAL PARK LABUAN COMPLEX      UNIT LEVEL 9A FLOOR 9              87000 MAIN OFFICE TOWERS           JALAN MERDEKA                      
FIMRISEDK21XXXRISE FLEMLOSE SPAREKASSE                                                                                 RISEDK21                                                              AEROESKOEBING                 NSWBST. RISE LANDEVEJ 10                                                                                                                        
FIARMIEZML2XXXROYAL MONZE INSTITUTE OF MEDICAL EVANGELISM LIMITED                                                      RMIEZML2                                                              MONZE                         BEID017 FAIRVIEW ROAD                                                                                                                           
FIMRMIRIT21XXXROTTAMI METALLI ITALIA S.P.A. IN BREVE RMI S.P.A.                                                        RMIRIT21                                                              CASTELNUOVO DEL GARDA         BEIDVIA GALILEO GALILEI 19                                                                                                                      
FIARMMNMTM2XXXRMB MANAGEMENT LIMITED                                                                                   RMMNMTM2                                                              TARXIEN                       BEID113B PAOLA ROAD                                                                                                                             
FIMRNCBROBUXXXBANCA COMERCIALA ROMANA S.A                                                                              RNCBROBU                                                              BUCHAREST                     SUPEBUSINESS GARDEN BUCHAREST          BUILDING A FLOOR 6                 CALEA PLEVNEI 159                  6TH DISTRICT                       
FIMROCIIE21XXXROWLAGH CREDIT UNION                                                                                     ROCIIE21                                                              DUBLIN                        NSWBCOLLINSTOWN ROAD                   CLONDALKIN                                                                                               
FIAROCWUS33XXXROCKET SOFTWARE, INC.                                                                                    ROCWUS33                                                              WALTHAM,MA                    BEID77 FOURTH AVENUE                                                                                                                            
FIMRORNIE21XXXROSCREA CREDIT UNION LTD                                                                                 RORNIE21                                                              ROSCREA                       NSWBMAIN STREET                        CO TIPPERARY                                                                                             
FIMRORUIE21XXXROSCOMMON CREDIT UNION LTD                                                                               RORUIE21                                                              ROSCOMMON                     NSWBABBEY STREET                       CO ROSCOMMON                                                                                             
FIMROUAFRP1XXXCLARTAN ASSOCIES                                                                                         ROUAFRP1                                                              PARIS                         NSWB54 AVENUE MONTAIGNE                                                                                                                         
